"player_name","pro_pos","nic_year","school","size_score","athleticism_score","cfr_score","pff_score","production_score","cfr_ratio","pff_ratio","final_score","was_starter_proba","was_pro_bowler_proba","started_year1_proba","started_year2_proba","started_year3_proba","combine_person_id","ebs_id","final_pos_class_rank","production_pos_class_rank","athleticism_pos_class_rank"
"Ed Wang","T",2010,"Virginia Tech","76.6109000","73.9100000",NULL,NULL,"59.4500000","0.0000000","0.0000000","68.5900000","0.4150000","0.0133000","0.0824000","0.2617000","0.2392000",NULL,NULL,9,9,6
"Javarius Leamon","T",2017,"South Carolina State","87.4502000","61.1800000",NULL,NULL,"53.8500000","0.0000000","0.0000000","56.9300000","0.1049000","0.0165000","0.0427000","0.0636000","0.1422000",NULL,NULL,17,13,12
"Alan Reuber","T",2004,"Texas A&M","78.8635000","66.4000000",NULL,NULL,"53.8500000","0.0000000","0.0000000","56.8500000","0.1029000","0.0132000","0.0419000","0.0843000","0.0974000",NULL,NULL,19,17,15
"Jason Peters","T",2004,"Arkansas","74.3469000","86.4200000",NULL,NULL,"53.8500000","0.0000000","0.0000000","67.2200000","0.2294000","0.0168000","0.0839000","0.1595000","0.1388000",NULL,NULL,7,17,2
"Antonio Garcia","T",2017,"Troy","73.9830000","67.6900000",NULL,NULL,"69.6000000","0.0000000","0.0000000","72.4400000","0.6690000","0.0165000","0.4332000","0.4545000","0.3468000",NULL,NULL,6,6,8
"Terron Armstead","T",2013,"Arkansas Pine-Bluff","69.1276000","83.4100000",NULL,NULL,"75.5500000","0.0000000","0.0000000","80.4900000","0.8004000","0.2315000","0.5191000","0.6814000","0.5574000",NULL,NULL,3,3,3
"Cameron Fleming","T",2014,"Stanford","77.5731000","58.0700000",NULL,NULL,"60.1500000","0.0000000","0.0000000","63.2500000","0.3140000","0.0121000","0.1096000","0.1583000","0.2250000",NULL,NULL,8,8,12
"Dominick Jackson","T",2016,"Alabama","71.7694000","60.1400000",NULL,NULL,"53.8500000","0.0000000","0.0000000","56.2200000","0.1340000","0.0126000","0.0426000","0.0607000","0.1137000",NULL,NULL,20,17,18
"David Bakhtiari","T",2013,"Colorado","67.6724000","65.0700000",NULL,NULL,"61.9000000","0.0000000","0.0000000","66.6000000","0.3697000","0.0132000","0.1151000","0.2481000","0.2165000",NULL,NULL,8,6,14
"Tyler Johnstone","T",2016,"Oregon","76.6829000","69.1900000",NULL,NULL,"53.8500000","0.0000000","0.0000000","60.4500000","0.1525000","0.0126000","0.0426000","0.1026000","0.1375000",NULL,NULL,18,17,11
"Donald Penn","T",2006,"Utah State","69.0816000","65.6300000",NULL,NULL,"53.8500000","0.0000000","0.0000000","58.7200000","0.1406000","0.0116000","0.0381000","0.0932000","0.1147000",NULL,NULL,20,18,15
"Calvin Armstrong","T",2005,"Washington State","86.3282000","70.2000000",NULL,NULL,"57.3500000","0.0000000","0.0000000","64.6300000","0.2866000","0.0128000","0.0622000","0.1407000","0.1828000",NULL,NULL,16,15,12
"Joel Bell","T",2009,"Furman","83.3031000","84.9200000",NULL,NULL,"53.8500000","0.0000000","0.0000000","65.9800000","0.1860000","0.0128000","0.0672000","0.1393000","0.1689000",NULL,NULL,12,14,2
"Jim Molinaro","T",2004,"Notre Dame","72.4608000","72.9900000",NULL,NULL,"57.3500000","0.0000000","0.0000000","65.0200000","0.2317000","0.0168000","0.0641000","0.1351000","0.2032000",NULL,NULL,11,8,5
"Justin Sands","T",2003,"Kansas","78.6756000","84.2600000",NULL,NULL,"53.8500000","0.0000000","0.0000000","67.3000000","0.2333000","0.0138000","0.0765000","0.2084000","0.1490000",NULL,NULL,12,19,3
"Eben Britton","T",2009,"Arizona","75.6274000","73.1600000",NULL,NULL,"72.0500000","0.0000000","0.0000000","74.6300000","0.6371000","0.0128000","0.4705000","0.5556000","0.3422000",NULL,NULL,6,6,6
"Stacy Andrews","T",2004,"Ole Miss","86.7985000","89.7200000",NULL,NULL,"61.9000000","0.0000000","0.0000000","75.4200000","0.4981000","0.0454000","0.2172000","0.3256000","0.3273000",NULL,NULL,1,4,1
"Seth Wand","T",2003,"Northwest Missouri State","87.6178000","85.0600000",NULL,NULL,"66.8000000","0.0000000","0.0000000","75.7900000","0.5700000","0.0134000","0.1840000","0.4264000","0.4134000",NULL,NULL,5,5,2
"Ulish Booker","T",2003,"Michigan State","82.1907000","56.6600000",NULL,NULL,"53.8500000","0.0000000","0.0000000","55.1300000","0.0898000","0.0138000","0.0705000","0.0744000","0.1020000",NULL,NULL,27,19,28
"Jason Jowers","T",2003,"Wisconsin","87.5938000","64.8400000",NULL,NULL,"53.8500000","0.0000000","0.0000000","56.4000000","0.0954000","0.0133000","0.0480000","0.0746000","0.1060000",NULL,NULL,25,19,19
"Reid Fragel","T",2013,"Ohio State","82.4314000","81.6300000",NULL,NULL,"55.6000000","0.0000000","0.0000000","68.6900000","0.3217000","0.0132000","0.0906000","0.2507000","0.2191000",NULL,NULL,6,11,4
"Julien Davenport","T",2017,"Bucknell","91.8986000","59.4900000",NULL,NULL,"60.1500000","0.0000000","0.0000000","64.5400000","0.3741000","0.0165000","0.1381000","0.1281000","0.2740000",NULL,NULL,12,11,15
"Lane Johnson","T",2013,"Oklahoma","80.4157000","88.2900000",NULL,NULL,"92.7000000","0.0000000","0.0000000","92.0800000","0.8098000","0.3029000","0.6882000","0.7207000","0.7888000",NULL,NULL,1,2,1
"Nick Kaczur","T",2005,"Toledo","75.5459000","66.8300000",NULL,NULL,"66.8000000","0.0000000","0.0000000","69.7300000","0.4550000","0.0128000","0.1185000","0.3197000","0.2758000",NULL,NULL,11,6,15
"Elliot Vallejo","T",2007,"California-Davis","87.4502000","51.0000000",NULL,NULL,"53.8500000","0.0000000","0.0000000","51.7000000","0.0768000","0.0138000","0.0404000","0.0632000","0.0763000",NULL,NULL,21,16,20
"Andrew Datko","T",2012,"Florida State","78.7719000","68.4400000",NULL,NULL,"55.6000000","0.0000000","0.0000000","63.3200000","0.2607000","0.0124000","0.0793000","0.1230000","0.1692000",NULL,NULL,13,14,8
"Dylan McFarland","T",2004,"Montana","67.9467000","63.7400000",NULL,NULL,"55.6000000","0.0000000","0.0000000","61.2200000","0.2043000","0.0139000","0.0770000","0.1030000","0.1805000",NULL,NULL,17,12,19
"Adam Kieft","T",2005,"Central Michigan","87.4687000","72.7600000",NULL,NULL,"59.4500000","0.0000000","0.0000000","68.2500000","0.3802000","0.0131000","0.1031000","0.2408000","0.2581000",NULL,NULL,12,10,10
"Al Bond","T",2015,"Memphis","70.3046000","51.0000000",NULL,NULL,"53.8500000","0.0000000","0.0000000","51.7000000","0.0685000","0.0130000","0.0424000","0.0617000","0.0877000",NULL,NULL,21,15,21
"Jason Spriggs","T",2016,"Indiana","75.4482000","85.4900000",NULL,NULL,"71.7000000","0.0000000","0.0000000","78.1200000","0.7217000","0.0480000","0.5984000","0.4824000","0.3622000",NULL,NULL,4,6,1
"Jaryd Jones-Smith","T",2018,"Pittsburgh","87.2306000","73.5600000",NULL,NULL,"53.8500000","0.0000000","0.0000000","63.9200000","0.2223000","0.0123000","0.0407000","0.1822000","0.1757000",NULL,NULL,17,23,7
"Derek Sherrod","T",2011,"Mississippi State","89.1503000","68.7600000",NULL,NULL,"80.1000000","0.0000000","0.0000000","79.1600000","0.8091000","0.1240000","0.6603000","0.7244000","0.7880000",NULL,NULL,5,4,11
"Kelly Butler","T",2004,"Purdue","82.3140000","80.6100000",NULL,NULL,"57.3500000","0.0000000","0.0000000","67.9500000","0.2787000","0.0222000","0.0883000","0.1505000","0.2331000",NULL,NULL,6,8,3
"Chase Johnson","T",2007,"Wyoming","89.8048000","54.1100000",NULL,NULL,"53.8500000","0.0000000","0.0000000","52.6000000","0.1091000","0.0138000","0.0426000","0.0804000","0.0767000",NULL,NULL,19,16,17
"Ryan Clady","T",2008,"Boise State","85.7031000","75.1000000",NULL,NULL,"89.9000000","0.0000000","0.0000000","84.2200000","0.8133000","0.1725000","0.6904000","0.7424000","0.7867000",NULL,NULL,2,2,5
"Augustus Parrish","T",2009,"Kent State","70.6339000","51.0000000",NULL,NULL,"53.8500000","0.0000000","0.0000000","51.7000000","0.0934000","0.0128000","0.0419000","0.0651000","0.0808000",NULL,NULL,21,14,20
"Brandon Keith","T",2008,"Northern Iowa","90.6654000","70.8400000",NULL,NULL,"55.6000000","0.0000000","0.0000000","62.8100000","0.1823000","0.0158000","0.0686000","0.0957000","0.1935000",NULL,NULL,15,13,9
"Dion Dawkins","T",2017,"Temple","75.7008000","81.1500000",NULL,NULL,"75.2000000","0.0000000","0.0000000","79.1800000","0.8011000","0.1330000","0.5736000","0.6374000","0.5708000",NULL,NULL,3,4,1
"Justin Senior","T",2017,"Mississippi State","81.2935000","58.6400000",NULL,NULL,"57.7000000","0.0000000","0.0000000","60.8700000","0.3032000","0.0165000","0.0553000","0.0914000","0.1404000",NULL,NULL,15,12,16
"Jon Dunn","T",2005,"Virginia Tech","93.2837000","68.4900000",NULL,NULL,"55.6000000","0.0000000","0.0000000","62.5000000","0.2491000","0.0128000","0.0440000","0.1202000","0.1649000",NULL,NULL,19,18,14
"Timon Parris","T",2018,"Stony Brook","73.2255000","72.0400000",NULL,NULL,"53.8500000","0.0000000","0.0000000","62.9700000","0.2065000","0.0119000","0.0656000","0.1347000","0.1692000",NULL,NULL,20,23,8
"Will Ofenheusle","T",2003,"Tennessee","77.8992000","56.1800000",NULL,NULL,"53.8500000","0.0000000","0.0000000","53.8900000","0.0938000","0.0133000","0.0454000","0.0743000","0.1041000",NULL,NULL,30,19,29
"Oscar Johnson","T",2013,"Louisiana Tech","83.5385000","60.2900000",NULL,NULL,"53.8500000","0.0000000","0.0000000","55.9900000","0.1269000","0.0132000","0.0399000","0.0765000","0.0994000",NULL,NULL,20,12,19
"Jose Valdez","T",2009,"Arkansas","72.7769000","63.1400000",NULL,NULL,"53.8500000","0.0000000","0.0000000","56.8100000","0.1046000","0.0128000","0.0433000","0.0960000","0.1013000",NULL,NULL,18,14,13
"Derek Newton","T",2011,"Arkansas State","68.9928000","75.3400000",NULL,NULL,"55.6000000","0.0000000","0.0000000","64.3400000","0.2286000","0.0172000","0.0742000","0.1019000","0.1620000",NULL,NULL,13,12,7
"Adam Ulatoski","T",2010,"Texas","69.6764000","51.0000000",NULL,NULL,"53.8500000","0.0000000","0.0000000","52.3800000","0.1147000","0.0124000","0.0398000","0.0675000","0.0985000",NULL,NULL,17,13,18
"Kyle Jolly","T",2010,"North Carolina","78.2508000","53.0800000",NULL,NULL,"53.8500000","0.0000000","0.0000000","52.2200000","0.0798000","0.0124000","0.0405000","0.0628000","0.0834000",NULL,NULL,18,13,16
"Frank Omiyale","T",2005,"Tennessee Tech","79.9547000","61.5800000",NULL,NULL,"59.4500000","0.0000000","0.0000000","65.4000000","0.4080000","0.0128000","0.0631000","0.2320000","0.2804000",NULL,NULL,15,10,23
"Kyle Link","T",2009,"McNeese State","69.4059000","66.9400000",NULL,NULL,"53.8500000","0.0000000","0.0000000","60.0400000","0.1668000","0.0128000","0.0429000","0.1045000","0.1290000",NULL,NULL,16,14,12
"Daniel Brunskill","T",2017,"San Diego State","65.3284000","51.0000000",NULL,NULL,"53.8500000","0.0000000","0.0000000","54.4400000","0.1129000","0.0165000","0.0415000","0.0691000","0.1308000",NULL,NULL,18,13,20
"Manase Foketi","T",2013,"West Texas A&M","82.0543000","62.1500000",NULL,NULL,"53.8500000","0.0000000","0.0000000","54.4900000","0.0809000","0.0132000","0.0399000","0.0944000","0.0890000",NULL,NULL,23,12,16
"Breno Giacomini","T",2008,"Louisville","77.5514000","65.9000000",NULL,NULL,"59.4500000","0.0000000","0.0000000","66.4000000","0.3619000","0.0148000","0.0794000","0.2680000","0.2569000",NULL,NULL,12,11,15
"Jack Conklin","T",2016,"Michigan State","81.8903000","76.1600000",NULL,NULL,"91.3000000","0.0000000","0.0000000","91.3600000","0.8180000","0.3633000","0.7179000","0.7574000","0.7680000",NULL,NULL,1,3,3
"Trey Pipkins","T",2019,"Sioux Falls","75.2565000","81.3400000",NULL,NULL,"67.8500000","0.0000000","0.0000000","75.1800000","0.6632000","0.0142000","0.2371000","0.4302000","0.3740000",NULL,NULL,7,13,4
"Shon Coleman","T",2016,"Auburn","82.9170000","62.0300000",NULL,NULL,"71.3500000","0.0000000","0.0000000","71.4800000","0.7015000","0.0126000","0.4263000","0.4590000","0.3456000",NULL,NULL,8,7,16
"Dan Skipper","T",2017,"Arkansas","87.9588000","57.4800000",NULL,NULL,"53.8500000","0.0000000","0.0000000","53.3200000","0.0706000","0.0165000","0.0413000","0.0549000","0.0993000",NULL,NULL,20,13,17
"Ray Willis","T",2005,"Florida State","89.3150000","79.2800000",NULL,NULL,"61.9000000","0.0000000","0.0000000","72.3900000","0.5051000","0.0128000","0.1461000","0.3137000","0.3564000",NULL,NULL,7,8,5
"Ray Feinga","T",2009,"Brigham Young","78.5904000","74.7300000",NULL,NULL,"53.8500000","0.0000000","0.0000000","64.2400000","0.2243000","0.0132000","0.0496000","0.1854000","0.1629000",NULL,NULL,13,14,5
"Joe Toledo","T",2006,"Washington","80.6532000","75.8500000",NULL,NULL,"61.9000000","0.0000000","0.0000000","69.9400000","0.3828000","0.0132000","0.1591000","0.2336000","0.2685000",NULL,NULL,9,8,7
"Brandon Shell","T",2016,"South Carolina","86.5923000","75.7200000",NULL,NULL,"58.7500000","0.0000000","0.0000000","67.6900000","0.3292000","0.0131000","0.0540000","0.2142000","0.2545000",NULL,NULL,9,10,4
"Tyson Clabo","T",2004,"Wake Forest","72.3547000","63.0200000",NULL,NULL,"53.8500000","0.0000000","0.0000000","54.7000000","0.0907000","0.0132000","0.0419000","0.0839000","0.0888000",NULL,NULL,22,17,20
"Nat Dorsey","T",2004,"Georgia Tech","85.0416000","64.0900000",NULL,NULL,"61.9000000","0.0000000","0.0000000","66.5200000","0.3069000","0.0132000","0.1639000","0.1971000","0.2802000",NULL,NULL,8,4,17
"Ty Sambrailo","T",2015,"Colorado State","74.9822000","64.7300000",NULL,NULL,"71.7000000","0.0000000","0.0000000","72.8200000","0.7481000","0.0130000","0.4540000","0.5236000","0.4669000",NULL,NULL,8,9,13
"Chad Wheeler","T",2017,"USC","73.7941000","51.0000000",NULL,NULL,"53.8500000","0.0000000","0.0000000","51.7000000","0.0836000","0.0165000","0.0413000","0.0569000","0.1096000",NULL,NULL,21,13,20
"Austin Shepherd","T",2015,"Alabama","71.9130000","55.8800000",NULL,NULL,"57.0000000","0.0000000","0.0000000","58.7100000","0.1509000","0.0130000","0.0705000","0.1188000","0.1543000",NULL,NULL,18,13,20
"Ereck Flowers","T",2015,"Miami (FL)","83.9062000","62.4700000",NULL,NULL,"86.0500000","0.0000000","0.0000000","79.1200000","0.8023000","0.1488000","0.6424000","0.7471000","0.7470000",NULL,NULL,4,1,15
"Trent Williams","T",2010,"Oklahoma","74.8764000","88.9700000",NULL,NULL,"95.8500000","0.0000000","0.0000000","91.7900000","0.8109000","0.2889000","0.6424000","0.7433000","0.7824000",NULL,NULL,1,1,2
"Jason Smith","T",2009,"Baylor","72.8846000","71.4900000",NULL,NULL,"85.3500000","0.0000000","0.0000000","82.7800000","0.8109000","0.1776000","0.7221000","0.7605000","0.7864000",NULL,NULL,2,3,7
"Matt McCants","T",2012,"UAB","76.3091000","51.0000000",NULL,NULL,"57.3500000","0.0000000","0.0000000","59.1500000","0.2601000","0.0124000","0.0555000","0.0996000","0.2028000",NULL,NULL,15,12,20
"D'Brickashaw Ferguson","T",2006,"Virginia","82.6126000","77.4300000",NULL,NULL,"96.9000000","0.0000000","0.0000000","93.0800000","0.8100000","0.3522000","0.7236000","0.7427000","0.7799000",NULL,NULL,1,1,3
"Nate Solder","T",2011,"Colorado","89.1816000","87.3000000",NULL,NULL,"83.2500000","0.0000000","0.0000000","88.9900000","0.8091000","0.2836000","0.6983000","0.7491000","0.7880000",NULL,NULL,2,3,1
"Tony Pashos","T",2003,"Illinois","88.4521000","70.3600000",NULL,NULL,"59.4500000","0.0000000","0.0000000","67.7500000","0.4075000","0.0149000","0.1011000","0.2018000","0.2891000",NULL,NULL,11,9,13
"John Cullen","T",2012,"Utah","64.8053000","52.5100000",NULL,NULL,"53.8500000","0.0000000","0.0000000","53.6300000","0.0977000","0.0124000","0.0443000","0.0840000","0.1063000",NULL,NULL,22,18,19
"Zach Strief","T",2006,"Northwestern","84.0342000","60.5000000",NULL,NULL,"55.6000000","0.0000000","0.0000000","59.7800000","0.2001000","0.0116000","0.0455000","0.1174000","0.1588000",NULL,NULL,19,15,21
"Makoa Freitas","T",2003,"Arizona","55.2391000","77.7900000",NULL,NULL,"57.3500000","0.0000000","0.0000000","67.8800000","0.2957000","0.0428000","0.0789000","0.1723000","0.2299000",NULL,NULL,9,12,8
"Mario Henderson","T",2007,"Florida State","83.7219000","68.8100000",NULL,NULL,"66.8000000","0.0000000","0.0000000","70.6500000","0.4718000","0.0138000","0.1630000","0.3507000","0.2721000",NULL,NULL,7,5,10
"Ciron Black","T",2010,"LSU","76.3655000","51.0000000",NULL,NULL,"53.8500000","0.0000000","0.0000000","51.7000000","0.0702000","0.0124000","0.0398000","0.0604000","0.0884000",NULL,NULL,19,13,18
"Alex Barron","T",2005,"Florida State","96.2517000","80.4400000",NULL,NULL,"80.1000000","0.0000000","0.0000000","84.3900000","0.8086000","0.2539000","0.6285000","0.7096000","0.7816000",NULL,NULL,1,1,3
"Andrew Donnal","T",2015,"Iowa","76.8987000","63.5600000",NULL,NULL,"61.9000000","0.0000000","0.0000000","65.8300000","0.3175000","0.0130000","0.1274000","0.2055000","0.2371000",NULL,NULL,12,11,14
"Zebrie Sanders","T",2012,"Florida State","87.6863000","61.7700000",NULL,NULL,"59.4500000","0.0000000","0.0000000","64.3300000","0.3615000","0.0129000","0.0953000","0.1732000","0.2180000",NULL,NULL,12,10,14
"Rob Havenstein","T",2015,"Wisconsin","82.5654000","56.4700000",NULL,NULL,"73.4500000","0.0000000","0.0000000","71.4300000","0.7769000","0.0130000","0.4493000","0.5786000","0.5966000",NULL,NULL,9,6,19
"Jon Stinchcomb","T",2003,"Georgia","67.5905000","81.9200000",NULL,NULL,"74.8500000","0.0000000","0.0000000","79.4400000","0.7702000","0.1543000","0.6104000","0.6614000","0.5302000",NULL,NULL,3,4,4
"Ryan McKee","T",2009,"Southern Miss","75.4105000","61.4400000",NULL,NULL,"53.8500000","0.0000000","0.0000000","58.8100000","0.1571000","0.0128000","0.0429000","0.1218000","0.1266000",NULL,NULL,17,14,15
"Cedric Ogbuehi","T",2015,"Texas A&M","80.3041000","66.7800000",NULL,NULL,"79.4000000","0.0000000","0.0000000","79.0800000","0.7989000","0.2086000","0.6608000","0.6671000","0.7658000",NULL,NULL,5,3,11
"Carlos Joseph","T",2004,"Miami (FL)","87.1289000","72.1500000",NULL,NULL,"55.6000000","0.0000000","0.0000000","65.3300000","0.3542000","0.0139000","0.0785000","0.1156000","0.2146000",NULL,NULL,10,12,6
"Jake Matthews","T",2014,"Texas A&M","73.5857000","80.5200000",NULL,NULL,"94.1000000","0.0000000","0.0000000","92.8600000","0.8039000","0.3323000","0.7141000","0.7537000","0.7724000",NULL,NULL,1,1,3
"Eric Young","T",2008,"Tennessee","63.3233000","69.4500000",NULL,NULL,"53.8500000","0.0000000","0.0000000","61.1000000","0.1734000","0.0148000","0.0533000","0.1166000","0.1289000",NULL,NULL,18,18,11
"Watts Sanderson","T",2003,"South Carolina","68.1953000","52.0600000",NULL,NULL,"53.8500000","0.0000000","0.0000000","51.9600000","0.0780000","0.0133000","0.0471000","0.0699000","0.0940000",NULL,NULL,33,19,33
"Chris Denman","T",2007,"Fresno State","75.8623000","51.0000000",NULL,NULL,"55.6000000","0.0000000","0.0000000","57.5000000","0.2220000","0.0138000","0.0538000","0.0995000","0.1505000",NULL,NULL,17,13,20
"Bruce Campbell","T",2010,"Maryland","89.2559000","85.2000000",NULL,NULL,"61.9000000","0.0000000","0.0000000","74.4800000","0.5203000","0.0438000","0.2145000","0.3620000","0.3487000",NULL,NULL,7,7,3
"Kareem Marshall","T",2003,"Georgia","88.1886000","66.2900000",NULL,NULL,"53.8500000","0.0000000","0.0000000","56.6300000","0.1044000","0.0144000","0.0490000","0.0710000","0.0922000",NULL,NULL,24,19,16
"Jessamen Dunker","T",2017,"Tennessee State","74.1243000","80.7900000",NULL,NULL,"53.8500000","0.0000000","0.0000000","65.5800000","0.1997000","0.0205000","0.0778000","0.1640000","0.1454000",NULL,NULL,10,13,2
"Cornelius Lucas","T",2014,"Kansas State","93.0444000","62.5900000",NULL,NULL,"53.8500000","0.0000000","0.0000000","57.3800000","0.1194000","0.0121000","0.0417000","0.0888000","0.1157000",NULL,NULL,13,10,10
"Chris Faulk","T",2013,"LSU","80.2967000","66.5100000",NULL,NULL,"53.8500000","0.0000000","0.0000000","59.0300000","0.1563000","0.0132000","0.0399000","0.0800000","0.1094000",NULL,NULL,18,12,13
"Jason Fox","T",2010,"Miami (FL)","76.6037000","58.9500000",NULL,NULL,"61.9000000","0.0000000","0.0000000","65.3400000","0.3648000","0.0124000","0.1466000","0.2191000","0.2406000",NULL,NULL,12,7,14
"Jason Jimenez","T",2003,"Southern Miss","78.2353000","69.8300000",NULL,NULL,"53.8500000","0.0000000","0.0000000","61.5600000","0.1578000","0.0133000","0.0526000","0.1525000","0.1457000",NULL,NULL,18,19,14
"Shane Olivea","T",2004,"Ohio State","50.0000000","51.5800000",NULL,NULL,"55.6000000","0.0000000","0.0000000","56.8300000","0.1631000","0.0132000","0.0465000","0.0822000","0.1583000",NULL,NULL,20,12,22
"Josh Davis","T",2011,"Georgia","93.2478000","52.3600000",NULL,NULL,"53.8500000","0.0000000","0.0000000","54.5800000","0.1146000","0.0135000","0.0429000","0.0651000","0.1303000",NULL,NULL,22,15,23
"Tony Ugoh","T",2007,"Arkansas","82.4903000","78.8900000",NULL,NULL,"74.8500000","0.0000000","0.0000000","78.1000000","0.7480000","0.1879000","0.4486000","0.5728000","0.5299000",NULL,NULL,4,4,6
